url,titulo,descricao,tags,data,texto,texto_limpo,texto_sem_stopwords
https://www12.senado.leg.br/noticias/materias/2026/03/30/chico-rodrigues-destaca-acoes-em-roraima-e-critica-polarizacao-politica,Chico Rodrigues destaca ações em Roraima e critica polarização política,"O senador Chico Rodrigues (PSB-RR), em pronunciamento no Plenário nesta segunda-feira (30), destacou a execução de emendas parlamentares no estado de Roraima, com foco no apoio a produtores rurais. O parlamentar mencionou ações no município de Bonfim, onde acompanhou a entrega de equipamentos, e afirmou que os investimentos têm contribuído para fortalecer o setor.","['Agricultura familiar ', 'Emendas parlamentares', 'Roraima']",2026-03-30T17:31:28-03:00,"O senador Chico Rodrigues (PSB-RR), em pronunciamento no Plenário nesta segunda-feira (30), destacou a execução de emendas parlamentares no estado de Roraima, com foco no apoio a produtores rurais. O parlamentar mencionou ações no município de Bonfim, onde acompanhou a entrega de equipamentos, e afirmou que os investimentos têm contribuído para fortalecer o setor.


O senador ressaltou a entrega de tratores, caminhões e outros implementos ao longo do mandato, voltados principalmente ao atendimento de pequenos produtores em diferentes municípios de Roraima. Segundo ele, os recursos têm ampliado a capacidade produtiva da agricultura familiar e contribuído para suprir necessidades locais.


— 
A agricultura familiar deu um grande salto a partir das nossas ações. Já entreguei mais de cem tratores agrícolas nesses sete anos de mandato de senador da República, atendendo os pequenos produtores rurais da agricultura familiar, com caminhões também, com equipamentos na área da agricultura, arados, grades, carretas, colheitadeiras, plantadeiras, casas de farinha; tudo que vem, realmente, beneficiar o pequeno produtor rural do nosso estado 
— afirmou.


No discurso, Rodrigues também fez uma reflexão sobre a polarização política no país e afirmou que o ambiente de confronto tem dificultado o diálogo e a construção de soluções para problemas concretos da população. Segundo ele, a radicalização compromete o funcionamento das instituições e afeta diretamente a vida dos cidadãos.


— A polarização também alimenta um ambiente de tensão permanente, no qual o debate público se transforma em uma espécie de guerra de torcida, em que o diálogo racional dá lugar à disputa emocional de narrativas. Neste cenário, não há espaço para escuta, apenas para confronto. Esse clima não fica restrito à política. Ele invade as relações pessoais, divide famílias, rompe amizades e cria conflito dentro dos lares, entre pessoas que antes conviviam com respeito. A política que deveria unir em torno de soluções, criar pontes, passa a afastar e dividir as pessoas — disse. 


Agência Senado (Reprodução autorizada mediante citação da Agência Senado)",o senador chico rodrigues psb rr em pronunciamento no plenario nesta segunda feira 30 destacou a execucao de emendas parlamentares no estado de roraima com foco no apoio a produtores rurais o parlamentar mencionou acoes no municipio de bonfim onde acompanhou a entrega de equipamentos e afirmou que os investimentos tem contribuido para fortalecer o setor o senador ressaltou a entrega de tratores caminhoes e outros implementos ao longo do mandato voltados principalmente ao atendimento de pequenos produtores em diferentes municipios de roraima segundo ele os recursos tem ampliado a capacidade produtiva da agricultura familiar e contribuido para suprir necessidades locais a agricultura familiar deu um grande salto a partir das nossas acoes ja entreguei mais de cem tratores agricolas nesses sete anos de mandato de senador da republica atendendo os pequenos produtores rurais da agricultura familiar com caminhoes tambem com equipamentos na area da agricultura arados grades carretas colheitadeiras plantadeiras casas de farinha tudo que vem realmente beneficiar o pequeno produtor rural do nosso estado afirmou no discurso rodrigues tambem fez uma reflexao sobre a polarizacao politica no pais e afirmou que o ambiente de confronto tem dificultado o dialogo e a construcao de solucoes para problemas concretos da populacao segundo ele a radicalizacao compromete o funcionamento das instituicoes e afeta diretamente a vida dos cidadaos a polarizacao tambem alimenta um ambiente de tensao permanente no qual o debate publico se transforma em uma especie de guerra de torcida em que o dialogo racional da lugar a disputa emocional de narrativas neste cenario nao ha espaco para escuta apenas para confronto esse clima nao fica restrito a politica ele invade as relacoes pessoais divide familias rompe amizades e cria conflito dentro dos lares entre pessoas que antes conviviam com respeito a politica que deveria unir em torno de solucoes criar pontes passa a afastar e dividir as pessoas disse agencia senado reproducao autorizada mediante citacao da agencia senado,senador chico rodrigues psb rr pronunciamento plenario nesta segunda feira 30 destacou execucao emendas parlamentares estado roraima foco apoio produtores rurais parlamentar mencionou acoes municipio bonfim onde acompanhou entrega equipamentos afirmou investimentos contribuido fortalecer setor senador ressaltou entrega tratores caminhoes outros implementos longo mandato voltados principalmente atendimento pequenos produtores diferentes municipios roraima segundo recursos ampliado capacidade produtiva agricultura familiar contribuido suprir necessidades locais agricultura familiar deu grande salto partir acoes entreguei cem tratores agricolas nesses sete anos mandato senador republica atendendo pequenos produtores rurais agricultura familiar caminhoes equipamentos area agricultura arados grades carretas colheitadeiras plantadeiras casas farinha tudo vem realmente beneficiar pequeno produtor rural estado afirmou discurso rodrigues fez reflexao sobre polarizacao politica pais afirmou ambiente confronto dificultado dialogo construcao solucoes problemas concretos populacao segundo radicalizacao compromete funcionamento instituicoes afeta diretamente vida cidadaos polarizacao alimenta ambiente tensao permanente debate publico transforma especie guerra torcida dialogo racional lugar disputa emocional narrativas neste cenario espaco escuta apenas confronto clima fica restrito politica invade relacoes pessoais divide familias rompe amizades cria conflito dentro lares pessoas antes conviviam respeito politica deveria unir torno solucoes criar pontes passa afastar dividir pessoas disse agencia senado reproducao autorizada mediante citacao agencia senado
